Age,Gender,Monthly_Income,Occupation,City,Marital_Status,Owns_Vehicle,Vehicle_Type_Owned,Usage_Frequency,Primary_Use,Importance_Attributes,Preferred_Brands,Aware_Subscription,Willingness_Subscribe,Subscription_Budget,Motivating_Features,Preferred_Duration,Swap_Valuable,Subscription_Concerns,Hesitation_Reason,Vehicle_Change_Frequency,App_Comfort,Uses_Mobility_Apps,Expected_App_Features,NPS_Score
34,Female,50294,Working Professional,Port Kayla,Married,Yes,Sedan,Few times a week,"Family, Other","Tech Features, Fuel Type, Sustainability","Kia, Audi, Tesla",Somewhat,Likely,16301,"Insurance included, Digital platform",3-6 months,Yes,"Cost, Availability, Return process",Serious site the management spring situation much behind.,Once a year,Somewhat,Yes,"Ratings, Offers/Discounts",2.4
18,Female,60092,Other,Port Francesberg,Married,Yes,EV,Daily,Business,"Tech Features, Sustainability, Fuel Type",Maruti,Somewhat,Neutral,17660,"Roadside assistance, No down payment, Insurance included",<3 months,Yes,"Return process, Cost",Trade hand lawyer join bed sometimes.,Rarely,Neutral,No,"Model Filters, Ratings",3.3
18,Female,58877,Business Owner,Port Morgan,Single,No,Two-Wheeler,Few times a week,"Commute, Travel, Business","Model Variety, Safety",Tata,No,Never,15012,Digital platform,<3 months,Yes,"Insurance, Availability, Return process",Position focus guess imagine spring report sense arrive property.,Rarely,Not Comfortable,No,"Live Chat, Easy UI",1.6
24,Male,44689,Working Professional,Bowenhaven,Single,Yes,Two-Wheeler,Daily,"Commute, Leisure","Brand, Safety","Kia, Audi",Yes,Likely,9246,Easy swaps,3-6 months,Yes,"Return process, Support, Availability",Turn traditional food a role should prepare.,Every 2-3 years,Very Comfortable,No,"Offers/Discounts, Ratings, Easy UI",5.0
29,Female,41395,Retired,Sandrastad,Married,Yes,SUV,Daily,"Family, Travel, Business","Tech Features, Fuel Type, Model Variety, Brand",Kia,No,Never,14999,"Digital platform, Easy swaps, No down payment",3-6 months,Yes,Insurance,Scientist series me executive various travel two put for.,I don’t care,Not Comfortable,No,"Ratings, Model Filters, Live Chat",2.2
35,Male,51527,Student,South Eric,Single,Yes,Other,Few times a week,"Business, Commute, Leisure","Fuel Type, Sustainability, Comfort, Safety","Tata, Audi",Yes,Unlikely,18115,"Roadside assistance, Monthly flexibility, No down payment",>1 year,No,Support,Maintain business body ball color light common tree suffer bit.,Every 2-3 years,Neutral,Yes,Offers/Discounts,1.7
46,Female,73235,Freelancer,Williammouth,Married,Yes,EV,Daily,"Travel, Leisure","Tech Features, Brand, Safety, Model Variety","Honda, Maruti, Hyundai",Somewhat,Neutral,9048,Easy swaps,<3 months,Not Sure,"Condition of vehicle, Availability, Cost",Cut them behind medical office.,Once a year,Very Comfortable,Yes,Easy UI,2.9
40,Female,31413,Student,Gordonstad,Single,Yes,Sedan,Rarely,"Business, Other","Tech Features, Sustainability, Model Variety","Audi, Hyundai",Somewhat,Neutral,9445,"Easy swaps, Digital platform, No down payment",6-12 months,Not Sure,"Condition of vehicle, Cost",Think answer could building drug about local him letter later.,I don’t care,Somewhat,Yes,Ratings,5.0
30,Female,27987,Freelancer,North Randyland,Single,No,Luxury,Rarely,Commute,"Tech Features, Comfort, Fuel Type, Safety, Brand","Toyota, Audi, BMW",Yes,Very Likely,13769,"Monthly flexibility, No down payment, Insurance included",<3 months,Yes,Support,Turn interview certainly seven guy try first civil bad.,Once a year,Not Comfortable,Yes,Model Filters,3.5
31,Male,52471,Other,South Eric,Single,Yes,Hatchback,Weekends only,"Travel, Leisure, Other","Model Variety, Fuel Type, Brand, Comfort, Safety","Audi, Hyundai",No,Unlikely,13143,Insurance included,6-12 months,No,"Support, Condition of vehicle, Trust",Operation option traditional method.,I don’t care,Somewhat,No,"Swap History, Model Filters, Offers/Discounts",3.6
21,Male,50763,Retired,Lake Allen,Single,Yes,SUV,Rarely,"Travel, Commute","Tech Features, Safety, Model Variety","Tesla, Maruti",Yes,Neutral,14919,"Monthly flexibility, Insurance included",>1 year,Not Sure,Condition of vehicle,Lot radio method oil have success.,I don’t care,Very Comfortable,No,"Offers/Discounts, Ratings, Swap History",4.6
31,Male,52600,Other,West Adrienne,Married,No,Two-Wheeler,Daily,"Business, Commute, Leisure","Tech Features, Brand, Model Variety","Tata, Maruti",No,Never,13541,Roadside assistance,3-6 months,Yes,"Condition of vehicle, Trust",Next quite color treatment clearly PM travel community seven.,Every 2-3 years,Neutral,No,"Swap History, Offers/Discounts, Live Chat",3.8
29,Male,53659,Retired,Judithmouth,Married,No,Luxury,Daily,Business,"Model Variety, Tech Features, Fuel Type",Toyota,Yes,Neutral,15799,"No down payment, Easy swaps, Monthly flexibility",>1 year,Yes,"Support, Return process, Availability",Arrive more must serve key inside even full.,Once a year,Very Comfortable,Yes,Easy UI,5.0
35,Male,46651,Student,Sandraville,Married,Yes,Sedan,Rarely,Other,"Sustainability, Fuel Type, Tech Features, Safety","Tata, Toyota",No,Unlikely,21109,Insurance included,3-6 months,Yes,"Return process, Cost, Condition of vehicle",Join response themselves still mean million wonder seek.,I don’t care,Very Comfortable,Yes,"Model Filters, Easy UI",3.7
23,Female,72347,Freelancer,Holmesland,Married,Yes,EV,Few times a week,Business,"Fuel Type, Comfort, Brand, Tech Features, Safety",Maruti,Yes,Unlikely,17691,"Digital platform, Insurance included",<3 months,Not Sure,"Cost, Condition of vehicle",Decision interview field arm both fund list.,Once a year,Somewhat,Yes,"Ratings, Model Filters, Live Chat",3.7
37,Female,25986,Other,Lake Donald,Married,Yes,Hatchback,Few times a week,"Family, Travel, Other","Safety, Sustainability, Brand, Comfort, Tech Features","Toyota, BMW",Yes,Likely,15280,"Easy swaps, Insurance included",3-6 months,Yes,Insurance,Bar present stop sort value hour meet fund value not generation.,Every 2-3 years,Not Comfortable,Yes,"Easy UI, Ratings, Live Chat",5.0
47,Male,37572,Retired,West Robinstad,Married,No,SUV,Daily,"Business, Other","Brand, Tech Features, Comfort, Fuel Type, Model Variety","Toyota, Maruti, Kia",No,Likely,9466,"Digital platform, Monthly flexibility",6-12 months,No,Return process,May individual performance against issue off central.,Every 2-3 years,Very Comfortable,Yes,Easy UI,4.1
30,Male,48451,Working Professional,East Donnastad,Single,No,Two-Wheeler,Few times a week,Business,Sustainability,"Tesla, Hyundai",Yes,Likely,11390,"Monthly flexibility, Insurance included, Easy swaps",6-12 months,Yes,"Availability, Insurance, Cost",Response figure describe professional less off.,Every 2-3 years,Neutral,Yes,Easy UI,4.3
36,Male,25352,Working Professional,East Vanessashire,Married,Yes,Two-Wheeler,Weekends only,"Leisure, Business, Other","Model Variety, Sustainability","Honda, Tata, Hyundai",No,Likely,19208,"No down payment, Digital platform, Easy swaps",>1 year,Not Sure,"Condition of vehicle, Support, Availability",Still summer some new toward school.,Every 2-3 years,Very Comfortable,No,"Model Filters, Easy UI",3.7
38,Female,47362,Other,Port Dawn,Single,Yes,Luxury,Weekends only,"Travel, Leisure, Commute","Comfort, Safety, Sustainability","Tata, Tesla, Toyota",Yes,Likely,12657,Easy swaps,<3 months,Yes,"Trust, Condition of vehicle",Way could fill start even to key.,Rarely,Somewhat,No,"Easy UI, Model Filters, Ratings",1.1
27,Female,74922,Freelancer,South Dan,Single,Yes,Luxury,Rarely,"Business, Family","Fuel Type, Tech Features","Kia, Other",No,Unlikely,10161,Monthly flexibility,6-12 months,No,"Insurance, Trust",Young beautiful condition star anything society.,I don’t care,Not Comfortable,Yes,"Swap History, Ratings, Model Filters",5.0
34,Female,50313,Other,East Benjaminport,Married,No,Hatchback,Rarely,"Family, Commute, Other","Sustainability, Brand","Toyota, Hyundai, Other",Somewhat,Neutral,25490,Easy swaps,>1 year,Yes,"Condition of vehicle, Cost",Condition produce child sit senior.,Rarely,Neutral,Yes,"Live Chat, Easy UI",5.0
32,Female,53460,Student,Samanthahaven,Single,Yes,EV,Few times a week,"Family, Travel, Business","Fuel Type, Tech Features, Model Variety, Sustainability",Maruti,Somewhat,Never,22622,"Insurance included, Easy swaps, Monthly flexibility",<3 months,Yes,"Insurance, Return process",Blue theory family reduce view order.,Every 2-3 years,Somewhat,Yes,"Live Chat, Model Filters, Offers/Discounts",5.0
32,Prefer not to say,31097,Retired,Chadport,Single,Yes,Sedan,Daily,Business,Brand,Tesla,Somewhat,Unlikely,14377,"Easy swaps, Insurance included",<3 months,No,"Condition of vehicle, Support",Out risk area source model civil policy run business.,I don’t care,Very Comfortable,Yes,"Swap History, Easy UI, Live Chat",3.3
24,Female,40754,Student,Port Sara,Single,No,Other,Rarely,"Business, Family, Travel","Fuel Type, Model Variety, Tech Features, Safety","Toyota, Audi",Somewhat,Neutral,9586,"No down payment, Insurance included",>1 year,Not Sure,Insurance,Indicate realize between treatment marriage one wear.,I don’t care,Very Comfortable,No,Swap History,3.8
32,Male,44372,Working Professional,Hughesberg,Single,Yes,EV,Weekends only,"Travel, Business, Other","Sustainability, Brand, Model Variety, Comfort","Toyota, Tata",Yes,Never,18616,"Monthly flexibility, Roadside assistance",6-12 months,Yes,"Condition of vehicle, Insurance, Trust",But her seven but strong outside especially.,Once a year,Not Comfortable,Yes,"Model Filters, Swap History",4.4
36,Female,45234,Retired,Williamsberg,Divorced,Yes,EV,Rarely,"Leisure, Other","Comfort, Sustainability, Tech Features, Safety",Honda,Yes,Neutral,12549,"Easy swaps, Roadside assistance, Insurance included",6-12 months,Yes,Support,Full according respond indeed strong save strong peace our year.,Every 2-3 years,Somewhat,Yes,"Model Filters, Easy UI",4.4
46,Male,69224,Other,Foxburgh,Single,Yes,EV,Rarely,"Business, Leisure, Other",Brand,Tesla,No,Unlikely,19442,Monthly flexibility,>1 year,Yes,"Return process, Insurance, Trust",Poor level development operation.,Rarely,Somewhat,Yes,"Ratings, Model Filters",4.8
41,Female,58365,Student,Ramosborough,Single,Yes,Other,Weekends only,Family,"Model Variety, Tech Features, Fuel Type, Brand, Sustainability",Honda,Somewhat,Likely,12554,"Roadside assistance, Easy swaps, Insurance included",6-12 months,Yes,"Trust, Support, Availability",Pass approach then shoulder at me alone hundred.,Once a year,Not Comfortable,Yes,"Live Chat, Easy UI",4.2
53,Male,33328,Business Owner,East Theresa,Single,Yes,Hatchback,Daily,"Business, Other, Travel","Model Variety, Brand, Tech Features, Sustainability, Safety","Other, Tesla, Hyundai",Somewhat,Likely,23226,Digital platform,>1 year,Yes,Trust,Throw off color onto former think themselves foot turn.,I don’t care,Neutral,No,Model Filters,3.6
24,Female,53697,Freelancer,Perezborough,Single,Yes,Other,Rarely,"Other, Leisure, Business","Fuel Type, Model Variety, Brand","Audi, Hyundai",Yes,Likely,12406,"Monthly flexibility, Easy swaps, Digital platform",6-12 months,No,"Return process, Trust",Dream feeling according until pick relationship manager agency appear.,Rarely,Somewhat,Yes,"Model Filters, Swap History, Ratings",4.2
40,Female,57473,Freelancer,Davisborough,Divorced,Yes,Hatchback,Rarely,Leisure,"Safety, Sustainability, Fuel Type, Model Variety",Tata,Yes,Neutral,26823,"Digital platform, Insurance included, Easy swaps",6-12 months,Not Sure,"Insurance, Condition of vehicle",Smile use none political say report be pass ask.,Every 2-3 years,Not Comfortable,No,Ratings,5.0
33,Female,67102,Business Owner,Port Andrea,Single,No,Other,Rarely,"Travel, Family, Commute",Sustainability,Audi,Yes,Neutral,15975,"Easy swaps, Monthly flexibility",>1 year,Yes,"Cost, Availability, Return process",Crime finally born lot air.,Rarely,Somewhat,Yes,Model Filters,5.0
53,Female,73708,Working Professional,Haroldville,Married,Yes,Sedan,Few times a week,"Commute, Travel",Fuel Type,"Kia, Toyota",No,Likely,21921,"Roadside assistance, No down payment",>1 year,Yes,"Insurance, Cost, Condition of vehicle",Ball guess stage blood own.,Rarely,Not Comfortable,No,"Live Chat, Swap History, Model Filters",3.4
23,Male,34773,Retired,Port Brian,Married,Yes,EV,Rarely,"Commute, Leisure","Comfort, Tech Features, Safety",Audi,No,Likely,12299,"Easy swaps, No down payment, Monthly flexibility",6-12 months,Yes,Availability,Actually unit majority present image sign.,Rarely,Very Comfortable,Yes,Live Chat,4.3
23,Male,37837,Freelancer,North Kristinaview,Divorced,Yes,Hatchback,Weekends only,"Other, Leisure","Safety, Fuel Type, Comfort, Model Variety, Sustainability","Tesla, Toyota, Tata",Yes,Never,8443,Insurance included,>1 year,Yes,"Return process, Trust, Cost",Already my style break office media especially.,Once a year,Very Comfortable,Yes,"Easy UI, Offers/Discounts",3.6
26,Male,31136,Business Owner,Alishaport,Married,No,Other,Daily,Business,"Fuel Type, Model Variety, Tech Features, Comfort","Kia, Maruti, Hyundai",No,Neutral,3468,Digital platform,6-12 months,Yes,"Cost, Condition of vehicle",Effort none interesting up office certain.,I don’t care,Somewhat,Yes,"Easy UI, Ratings, Offers/Discounts",4.4
18,Male,46489,Other,Port Zachary,Married,No,Sedan,Daily,"Family, Travel",Model Variety,Tata,No,Likely,21383,"Roadside assistance, No down payment, Monthly flexibility",3-6 months,Yes,Return process,Election collection out establish carry business.,Rarely,Somewhat,Yes,"Offers/Discounts, Model Filters, Swap History",5.0
26,Female,56995,Business Owner,Fernandezshire,Single,Yes,Other,Weekends only,"Business, Commute, Family","Tech Features, Model Variety","Tata, Honda, Kia",No,Neutral,15340,"No down payment, Monthly flexibility, Insurance included",<3 months,Yes,Condition of vehicle,Follow weight state thus cost almost factor find follow color.,I don’t care,Very Comfortable,No,"Easy UI, Model Filters",3.8
24,Male,64810,Working Professional,Janiceburgh,Single,Yes,Two-Wheeler,Few times a week,"Travel, Business, Family","Tech Features, Brand",Honda,Yes,Unlikely,8762,"Easy swaps, Digital platform",<3 months,Yes,"Availability, Trust, Condition of vehicle",Nature mother mother year discover look same.,Once a year,Neutral,Yes,Offers/Discounts,1.5
33,Other,48860,Working Professional,Mooretown,Single,Yes,Sedan,Weekends only,"Other, Business, Commute","Safety, Model Variety, Brand, Fuel Type, Comfort",Hyundai,Somewhat,Never,21591,"No down payment, Digital platform",6-12 months,Yes,Availability,Military cup large number read world.,Every 2-3 years,Not Comfortable,No,Easy UI,5.0
35,Female,45202,Student,Osbornechester,Married,Yes,EV,Daily,"Commute, Leisure, Family",Comfort,"Hyundai, Other",No,Likely,20779,"Easy swaps, Roadside assistance",<3 months,Yes,Availability,Oil spring board stop all class mention way throw.,Every 2-3 years,Neutral,Yes,"Easy UI, Live Chat",4.2
50,Female,52276,Freelancer,Lake Jennifer,Single,Yes,SUV,Weekends only,Other,"Sustainability, Safety, Tech Features",Audi,Somewhat,Very Likely,21911,No down payment,6-12 months,Yes,Condition of vehicle,Walk recognize everything behind staff whole chair similar process friend century.,Rarely,Neutral,No,Ratings,3.6
41,Male,37472,Student,Andersonshire,Single,No,EV,Few times a week,Business,Safety,"Maruti, Honda",Somewhat,Likely,8301,Insurance included,>1 year,Not Sure,Support,Law both western receive among play.,Once a year,Neutral,Yes,"Easy UI, Model Filters, Offers/Discounts",3.3
26,Female,81343,Business Owner,South Steven,Single,No,SUV,Daily,Other,Tech Features,Maruti,Yes,Likely,21232,"Monthly flexibility, Insurance included, Roadside assistance",3-6 months,No,"Condition of vehicle, Cost",Body product security education run fill early as card field.,Every 2-3 years,Very Comfortable,No,"Live Chat, Easy UI, Offers/Discounts",4.4
23,Female,25885,Retired,Lake Charlesburgh,Single,Yes,Sedan,Few times a week,"Commute, Business, Leisure",Tech Features,"Tesla, Maruti, Audi",Yes,Unlikely,16920,Insurance included,<3 months,Not Sure,"Availability, Support, Trust",You write citizen the movie down.,Once a year,Somewhat,No,"Ratings, Live Chat, Offers/Discounts",3.2
36,Female,52771,Retired,Brownmouth,Single,No,Two-Wheeler,Weekends only,"Family, Commute, Travel",Brand,Kia,No,Likely,22138,"Digital platform, Insurance included",<3 months,Yes,"Availability, Condition of vehicle, Trust",West choice tell so soldier natural become respond car meeting.,Once a year,Neutral,Yes,"Offers/Discounts, Live Chat",3.3
18,Female,80354,Working Professional,Barreraton,Divorced,No,Two-Wheeler,Rarely,"Commute, Family",Comfort,Hyundai,Yes,Never,17713,"Insurance included, Monthly flexibility",>1 year,Yes,"Trust, Availability",Camera we onto visit.,Rarely,Very Comfortable,Yes,"Ratings, Model Filters",2.5
50,Female,50101,Retired,Michaelhaven,Single,Yes,Hatchback,Weekends only,"Family, Business","Comfort, Brand, Safety, Fuel Type","Maruti, Hyundai",Somewhat,Likely,15865,"No down payment, Digital platform, Easy swaps",3-6 months,Yes,"Condition of vehicle, Insurance, Support",Industry peace situation example stock play suffer.,Rarely,Not Comfortable,Yes,"Ratings, Live Chat, Swap History",3.2
43,Male,47149,Retired,Ericksonfort,Married,Yes,Two-Wheeler,Few times a week,Leisure,"Tech Features, Model Variety, Sustainability, Brand",Other,No,Never,21299,"Roadside assistance, Easy swaps",3-6 months,Yes,"Return process, Availability, Trust",Management hospital arrive six weight nation feeling.,Once a year,Somewhat,Yes,"Offers/Discounts, Ratings",4.8
